Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
3/3/2023,A,ERW_AMBP2020110006,Retails,Bangkok,141559,6416,"Mobil 1 FS X2 5W-50, 4X4L.",64160
25/9/2023,A,ERW_AMBP2020110042,Retails,Bangkok,145832,432,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",4320
10/4/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,7728,"Mobil 1 0W-40, 4X4L.",77280
14/2/2023,A,ERW_AMBP2020110060,Retails,Bangkok,140521,3968,"Mobil 1 0W-40, 4X4L.",39680
9/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,6208,"Mobil 1 0W-40, 4X4L.",62080
20/12/2023,A,ERW_AMBP2020110085,Retails,Bangkok,143132,6608,"Mobil 1 5W-30, 4X4L.",66080
20/12/2023,A,ERW_AMBP2020110085,Retails,Bangkok,145832,3040,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",30400
10/2/2023,A,ERW_AMBP2020110085,Retails,Bangkok,141559,16,"Mobil 1 FS X2 5W-50, 4X4L.",160
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,142923,1584,"Mobil Special 20W-50, 4X4L.",1584
20/4/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,143132,2432,"Mobil 1 5W-30, 4X4L.",24320
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,143132,7600,"Mobil 1 5W-30, 4X4L.",76000
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145832,1008,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",10080
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142212,7536,"Mobil 1 0W-20, 2X4L.",75360
20/2/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,140521,1648,"Mobil 1 0W-40, 4X4L.",16480
20/2/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,141559,5952,"Mobil 1 FS X2 5W-50, 4X4L.",59520
25/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,144463,7040,"Mobil 1 0W-40, 4X4L.",70400
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,140521,6048,"Mobil 1 0W-40, 4X4L.",60480
18/12/2023,A,ERW_AMBP2020110161,Retails,Chon Buri,146130,1632,"Mobil 1 0W-40, [V3] 4X4L.",16320
21/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,6608,"Mobil 1 0W-40, 4X4L.",66080
24/2/2023,A,ERW_AMBP2020110257,Retails,Udon Thani,141559,2768,"Mobil 1 FS X2 5W-50, 4X4L.",27680
10/3/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,141559,1488,"Mobil 1 FS X2 5W-50, 4X4L.",14880
6/6/2023,A,ERW_AMBP2020110370,Retails,Bangkok,140521,1936,"Mobil 1 0W-40, 4X4L.",19360
15/5/2023,A,ERW_AMBP2020110379,Retails,Bangkok,141559,7968,"Mobil 1 FS X2 5W-50, 4X4L.",79680
20/12/2023,A,ERW_AMBP2020110380,Retails,Bangkok,146130,4128,"Mobil 1 0W-40, [V3] 4X4L.",41280
10/11/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145841,1456,"Mobil 1 0W-40, [V2] 4X4L.",14560
11/7/2023,A,ERW_AMBP2020110380,Retails,Bangkok,140521,416,"Mobil 1 0W-40, 4X4L.",4160
17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,144463,4048,"Mobil 1 0W-40, 4X4L.",40480
9/5/2023,A,ERW_AMBP2020110385,Retails,Bangkok,143132,3728,"Mobil 1 5W-30, 4X4L.",37280
15/11/2023,A,ERW_AMBP2020110529,Retails,Chon Buri,145832,1552,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",15520
25/10/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145832,2080,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",20800
21/7/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145832,224,"Mobil 1 FS X2 5W-50, [V2] 4X4L.",2240
25/4/2023,A,ERW_AMBP2020110659,Retails,Nakhon Phanom,141559,1760,"Mobil 1 FS X2 5W-50, 4X4L.",17600
5/1/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143643,928,"Mobil 1 ESP 0W-30, 4X4L.",9280
26/1/2023,A,ERW_AU5N2022030006,Retails,Bangkok,144473,2560,"Mobil 1 FS X2 5W-50, 4X4L.",25600
17/3/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143132,5568,"Mobil 1 5W-30, 4X4L.",55680
17/3/2023,A,ERW_AU5N2022030006,Retails,Bangkok,141559,384,"Mobil 1 FS X2 5W-50, 4X4L.",3840
14/12/2023,A,ERW_AUOF2022100001,Retails,Bangkok,146130,3856,"Mobil 1 0W-40, [V3] 4X4L.",38560
7/3/2023,A,ERW_AUOF2022100001,Retails,Bangkok,140521,6480,"Mobil 1 0W-40, 4X4L.",64800
15/3/2023,A,ERW_AUOF2022100001,Retails,Bangkok,140521,3488,"Mobil 1 0W-40, 4X4L.",34880
10/1/2023,A,ERW_AUOF2022100001,Retails,Bangkok,144473,6640,"Mobil 1 FS X2 5W-50, 4X4L.",66400
12/5/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,142923,208,"Mobil Special 20W-50, 4X4L.",208
1/11/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145742,4448,"Mobil Super All-In-One Protection 5W-30, 4X4L.",17792
15/9/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145742,4960,"Mobil Super All-In-One Protection 5W-30, 4X4L.",19840
24/3/2023,C,ERW_C08P2020090060,Retails,Phichit,142923,6112,"Mobil Special 20W-50, 4X4L.",6112
10/8/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,140521,1696,"Mobil 1 0W-40, 4X4L.",16960
27/10/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,144473,800,"Mobil 1 FS X2 5W-50, 4X4L.",8000
24/11/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,145742,7472,"Mobil Super All-In-One Protection 5W-30, 4X4L.",29888
14/11/2023,C,ERW_C08P2020090137,Retails,Lamphun,142923,3616,"Mobil Special 20W-50, 4X4L.",3616
21/11/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,146130,3728,"Mobil 1 0W-40, [V3] 4X4L.",37280
13/9/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145838,3824,"Mobil 1 5W-30, 4X4L.",38240
23/3/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,144463,5344,"Mobil 1 0W-40, 4X4L.",53440
23/3/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,143132,7408,"Mobil 1 5W-30, 4X4L.",74080
30/10/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140521,5600,"Mobil 1 0W-40, 4X4L.",56000
31/10/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,5568,"Mobil 1 0W-40, 4X4L.",55680
31/5/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,4688,"Mobil 1 0W-40, 4X4L.",46880
5/10/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,143106,6256,"Mobil Super All-In-One Protection 5W-30, 4X4(B).",25024
21/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143132,1520,"Mobil 1 5W-30, 4X4L.",15200
18/10/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143106,5424,"Mobil Super All-In-One Protection 5W-30, 4X4(B).",21696
9/8/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,145838,7120,"Mobil 1 5W-30, 4X4L.",71200
23/5/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144473,6448,"Mobil 1 FS X2 5W-50, 4X4L.",64480
8/6/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,143106,1072,"Mobil Super All-In-One Protection 5W-30, 4X4(B).",4288
18/12/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140521,7040,"Mobil 1 0W-40, 4X4L.",70400
9/2/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144473,6496,"Mobil 1 FS X2 5W-50, 4X4L.",64960
21/2/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144463,2352,"Mobil 1 0W-40, 4X4L.",23520
31/5/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,144473,6768,"Mobil 1 FS X2 5W-50, 4X4L.",67680
5/4/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144473,7856,"Mobil 1 FS X2 5W-50, 4X4L.",78560
5/4/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144463,7536,"Mobil 1 0W-40, 4X4L.",75360
20/6/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,143132,528,"Mobil 1 5W-30, 4X4L.",5280
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,140521,1472,"Mobil 1 0W-40, 4X4L.",14720
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,144473,6544,"Mobil 1 FS X2 5W-50, 4X4L.",65440
25/12/2023,B,ERW_BM2U2020110151,Retails,Bangkok,143574,5584,"Mobil Super All-In-One Protection 5W-40, 4X4(B).",22336
25/4/2023,B,ERW_BM2U2020110153,Retails,Bangkok,141558,7392,"Mobil 1 5W-30, 4X4L.",73920
5/10/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,140521,1584,"Mobil 1 0W-40, 4X4L.",15840
7/1/2023,D,ERW_DBG72020110014,Retails,Pattani,140521,5424,"Mobil 1 0W-40, 4X4L.",54240
3/5/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,4288,"Mobil 1 0W-40, [V2] 4X4L.",42880
23/9/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,3456,"Mobil 1 0W-40, [V2] 4X4L.",34560
26/4/2023,D,ERW_DBG72020110021,Retails,Phatthalung,140634,5328,"Mobil 1 FS X2 5W-50, 4X4L.",53280
10/4/2023,D,ERW_DBG72020110021,Retails,Phatthalung,145841,1024,"Mobil 1 0W-40, [V2] 4X4L.",10240
7/7/2023,D,ERW_DBG72020110036,Retails,Songkhla,145841,7072,"Mobil 1 0W-40, [V2] 4X4L.",70720
31/5/2023,D,ERW_DBG72020110036,Retails,Songkhla,145841,7664,"Mobil 1 0W-40, [V2] 4X4L.",76640
25/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,6112,"Mobil 1 FS X2 5W-50, 4X4L.",61120
28/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,5568,"Mobil 1 FS X2 5W-50, 4X4L.",55680
31/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,4624,"Mobil 1 0W-40, 4X4L.",46240
17/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,4656,"Mobil 1 0W-40, 4X4L.",46560
27/1/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,240,"Mobil 1 0W-40, 4X4L.",2400
5/8/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,384,"Mobil 1 0W-40, [V2] 4X4L.",3840
8/12/2023,D,ERW_DBG72020110052,Retails,Krabi,145838,4672,"Mobil 1 5W-30, 4X4L.",46720
20/7/2023,D,ERW_DBG72020110052,Retails,Krabi,145742,3008,"Mobil Super All-In-One Protection 5W-30, 4X4L.",12032
16/1/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140521,2240,"Mobil 1 0W-40, 4X4L.",22400
27/1/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140521,7872,"Mobil 1 0W-40, 4X4L.",78720
31/8/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,6816,"Mobil 1 0W-40, [V2] 4X4L.",68160
21/9/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,6816,"Mobil 1 0W-40, [V2] 4X4L.",68160
9/11/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,688,"Mobil 1 0W-40, [V2] 4X4L.",6880
14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,705,"Mobil Brake Fluid DOT 4, 12X0.5L.",705
9/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,2395,"Mobil Brake Fluid DOT 4, 12X0.5L.",2395
18/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,445,"Mobil Brake Fluid DOT 4, 12X0.5L.",445
24/11/2023,A,ERW_A1T02022040001,Retails,Bangkok,145577,9240,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",18480
27/6/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145474,11312,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22624
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145474,7392,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",14784
27/6/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145472,3388,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",6776
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,143877,1484,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1484
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145472,644,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",1288
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145474,13776,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",27552
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145577,7448,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14896
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145575,4396,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",4396
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145472,11900,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",23800
29/8/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,6636,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",6636
6/7/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,8652,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",8652
23/1/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143629,56,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",112
5/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143877,1708,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1708
2/6/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143629,4704,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",9408
2/6/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143628,5600,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5600
6/7/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145577,3696,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",7392
26/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,3500,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",3500
26/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145577,4368,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",8736
21/7/2023,A,ERW_A6CM2022070002,Retails,N\A,143160,7336,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",14672
26/10/2023,A,ERW_A7QF2022060003,Retails,N\A,143877,13916,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13916
11/5/2023,A,ERW_A8652021120007,Retails,Phra Nakhon Si Ayutthaya,145577,6188,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12376
11/5/2023,A,ERW_A8652021120007,Retails,Phra Nakhon Si Ayutthaya,145474,560,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",1120
17/10/2023,A,ERW_AAKA2023110002,Retails,Surin,145474,12908,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",25816
17/10/2023,A,ERW_AAKA2023110002,Retails,Surin,145472,4760,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",9520
10/11/2023,A,ERW_AAKA2023110005,Retails,Sa Kaeo,143877,8988,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8988
2/11/2023,A,ERW_ABQ12022120001,Retails,Nakhon Ratchasima,143877,6300,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6300
6/7/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,145474,2968,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",5936
17/2/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,142931,6860,"Mobil Delvac MX 15W-40, 4X6+1L.",13720
6/7/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,143877,3416,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3416
21/4/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,143877,3304,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3304
13/2/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,142931,6468,"Mobil Delvac MX 15W-40, 4X6+1L.",12936
7/4/2023,A,ERW_AHWO2020120008,Retails,Udon Thani,143877,7644,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7644
23/5/2023,A,ERW_AHWO2020120009,Retails,Samut Prakan,143877,7140,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7140
11/8/2023,A,ERW_AHWO2020120009,Retails,Samut Prakan,145577,12040,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24080
11/1/2023,A,ERW_AI8N2021070001,Retails,Samut Prakan,143629,10892,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21784
15/12/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,145474,10136,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",20272
15/12/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,143877,1876,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1876
28/9/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,145474,4088,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",8176
28/9/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,145472,2492,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",4984
28/9/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,145577,2324,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",4648
29/11/2023,A,ERW_AIE82023120006,Retails,Sa Kaeo,145472,4760,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",9520
11/1/2023,A,ERW_AMBP2020110002,Retails,Bangkok,143877,168,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",168
5/7/2023,A,ERW_AMBP2020110002,Retails,Bangkok,143877,7616,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7616
12/9/2023,A,ERW_AMBP2020110012,Retails,Bangkok,145577,1680,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3360
29/8/2023,A,ERW_AMBP2020110037,Retails,Bangkok,145474,9072,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",18144
18/5/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145577,8092,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16184
4/8/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145577,9996,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",19992
4/8/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145575,4312,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",4312
17/3/2023,A,ERW_AMBP2020110079,Retails,Bangkok,143877,13132,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13132
25/5/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143628,12824,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",12824
9/3/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143629,2240,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",4480
25/5/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143877,9548,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9548
26/1/2023,A,ERW_AMBP2020110101,Retails,Nonthaburi,143110,8232,"Mobil Super 3000 0W-20, 4X3.5L.",32928
27/1/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,143877,5432,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5432
30/3/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,143877,1652,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1652
22/2/2023,A,ERW_AMBP2020110159,Retails,Chon Buri,143877,7000,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7000
13/7/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145577,10388,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",20776
27/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143160,1596,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",3192
24/11/2023,A,ERW_AMBP2020110259,Retails,Udon Thani,145577,4984,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",9968
8/8/2023,A,ERW_AMBP2020110298,Retails,Bangkok,143877,812,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",812
17/1/2023,A,ERW_AMBP2020110348,Retails,Bangkok,143110,5292,"Mobil Super 3000 0W-20, 4X3.5L.",21168
21/8/2023,A,ERW_AMBP2020110361,Retails,Chai Nat,145577,9856,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",19712
21/8/2023,A,ERW_AMBP2020110361,Retails,Chai Nat,145472,2324,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",4648
21/8/2023,A,ERW_AMBP2020110361,Retails,Chai Nat,143160,6776,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",13552
10/11/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145474,8708,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",17416
20/12/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,84,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",84
17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143629,3612,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",7224
10/5/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145577,11508,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",23016
10/10/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145577,11284,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",22568
26/7/2023,A,ERW_AMBP2020110381,Retails,Bangkok,143160,14000,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",28000
26/7/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145577,8176,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16352
14/12/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145474,1960,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",3920
30/8/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145474,13132,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26264
27/6/2023,A,ERW_AMBP2020110381,Retails,Bangkok,143629,6776,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",13552
8/11/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145474,8148,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16296
3/8/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145474,9660,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",19320
27/1/2023,A,ERW_AMBP2020110381,Retails,Bangkok,142931,13608,"Mobil Delvac MX 15W-40, 4X6+1L.",27216
8/11/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145577,7084,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",14168
14/12/2023,A,ERW_AMBP2020110381,Retails,Bangkok,145577,6664,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13328
27/1/2023,A,ERW_AMBP2020110381,Retails,Bangkok,143629,12488,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",24976
18/8/2023,A,ERW_AMBP2020110391,Retails,Bangkok,145577,4032,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",8064
20/3/2023,A,ERW_AMBP2020110397,Retails,Chanthaburi,143629,10612,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21224
19/7/2023,A,ERW_AMBP2020110401,Retails,Rayong,143877,4620,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",4620
18/1/2023,A,ERW_AMBP2020110402,Retails,Bangkok,143629,3836,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",7672
9/6/2023,A,ERW_AMBP2020110409,Retails,Bangkok,145575,11648,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",11648
22/5/2023,A,ERW_AMBP2020110411,Retails,Bangkok,143877,7784,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7784
14/12/2023,A,ERW_AMBP2020110411,Retails,Bangkok,143877,1792,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1792
21/7/2023,A,ERW_AMBP2020110418,Retails,Buri Ram,145577,2576,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",5152
21/7/2023,A,ERW_AMBP2020110418,Retails,Buri Ram,145575,308,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",308
23/2/2023,A,ERW_AMBP2020110491,Retails,Chon Buri,143628,1288,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",1288
7/4/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,143628,9660,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",9660
7/4/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,143877,2016,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2016
22/6/2023,A,ERW_AMBP2020110665,Retails,Sing Buri,145472,12656,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",25312
16/6/2023,A,ERW_AMBP2020110702,Retails,Lop Buri,143160,5600,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",11200
21/11/2023,A,ERW_AMBP2020110731,Retails,Lop Buri,145577,6496,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12992
21/11/2023,A,ERW_AMBP2020110731,Retails,Lop Buri,145497,13496,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",26992
16/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145474,7560,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15120
7/12/2023,A,ERW_AMBP2020110768,Retails,Rayong,145472,13860,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",27720
17/3/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143877,9940,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9940
15/2/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143629,6132,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",12264
19/10/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143877,11032,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",11032
16/1/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,143110,13496,"Mobil Super 3000 0W-20, 4X3.5L.",53984
